ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
73593,2007.0,4670.0,零售业,广西,合伙企业,企业法人,0.52,1.0
73944,2011.0,1370.0,零售业,福建,农民专业合作社,企业法人,0.7,1.0
74454,2005.0,2960.0,交通运输业,山东,农民专业合作社,企业法人,0.52,1.0
74506,2007.0,100.0,零售业,湖北,股份有限公司,自然人,0.92,1.0
74690,2010.0,180.0,工业,福建,集体所有制企业,自然人,0.51,1.0
74812,2011.0,3730.0,社区服务,湖南,有限责任公司,自然人,0.98,1.0
74820,2002.0,2850.0,交通运输业,广西,股份有限公司,企业法人,0.87,1.0
74854,2001.0,3500.0,商业服务业,广西,集体所有制企业,自然人,0.57,1.0
75025,2013.0,7410.0,交通运输业,湖北,农民专业合作社,自然人,0.94,1.0
75936,2001.0,3020.0,零售业,江西,股份有限公司,企业法人,0.82,1.0
76474,2005.0,3240.0,服务业,江西,股份有限公司,自然人,0.91,1.0
76514,2007.0,7780.0,零售业,湖北,合伙企业,企业法人,0.72,1.0
76698,2006.0,5240.0,零售业,湖南,集体所有制企业,自然人,0.93,1.0
76930,2002.0,6730.0,社区服务,江西,股份有限公司,企业法人,0.96,1.0
76936,2007.0,3550.0,商业服务业,山东,农民专业合作社,自然人,0.52,1.0
77132,2000.0,2940.0,社区服务,山东,合伙企业,企业法人,0.69,1.0
77260,2012.0,9470.0,商业服务业,山东,农民专业合作社,自然人,0.65,1.0
77280,2007.0,4190.0,社区服务,广西,有限责任公司,自然人,0.97,1.0
77441,2007.0,5000.0,社区服务,广东,集体所有制企业,企业法人,0.74,1.0
77443,2005.0,3680.0,社区服务,广西,集体所有制企业,自然人,0.84,1.0
77844,2004.0,1330.0,工业,湖北,农民专业合作社,企业法人,0.53,1.0
78030,2009.0,8930.0,商业服务业,广东,有限责任公司,企业法人,0.53,1.0
78079,2004.0,2640.0,服务业,广东,有限责任公司,自然人,0.76,1.0
78489,2011.0,2490.0,商业服务业,山东,农民专业合作社,自然人,0.67,1.0
78840,2012.0,8420.0,交通运输业,湖北,合伙企业,自然人,0.57,1.0
78969,2002.0,4270.0,零售业,湖北,集体所有制企业,企业法人,0.71,1.0
79148,2006.0,,工业,江西,集体所有制企业,企业法人,0.91,1.0
79420,2007.0,1140.0,社区服务,湖北,股份有限公司,自然人,1.0,1.0
79445,2010.0,6620.0,商业服务业,江西,农民专业合作社,自然人,0.85,1.0
79572,2003.0,1090.0,商业服务业,江西,有限责任公司,企业法人,0.84,1.0
79604,2006.0,4490.0,社区服务,广西,农民专业合作社,自然人,0.82,1.0
79742,2010.0,1000.0,工业,江西,集体所有制企业,企业法人,0.8,1.0
79772,2010.0,3020.0,服务业,山东,集体所有制企业,企业法人,0.6,1.0
79829,2006.0,7170.0,工业,广西,农民专业合作社,自然人,0.8,1.0
80270,2001.0,5830.0,工业,山东,合伙企业,企业法人,0.82,1.0
80564,,5630.0,服务业,福建,股份有限公司,自然人,0.55,1.0
80597,2001.0,2030.0,交通运输业,湖南,农民专业合作社,企业法人,0.54,1.0
80901,2002.0,1840.0,工业,湖南,合伙企业,自然人,0.86,1.0
81173,2005.0,5090.0,工业,广东,有限责任公司,自然人,0.92,1.0
81237,2002.0,8430.0,零售业,山东,股份有限公司,企业法人,0.8,1.0
83043,2008.0,1960.0,工业,广西,合伙企业,自然人,0.67,1.0
83045,2003.0,630.0,交通运输业,广西,有限责任公司,自然人,0.8,1.0
83051,2006.0,440.0,商业服务业,湖南,农民专业合作社,企业法人,0.86,1.0
83301,2000.0,4030.0,商业服务业,福建,股份有限公司,自然人,0.68,1.0
83708,2011.0,1450.0,服务业,福建,有限责任公司,企业法人,0.84,1.0
83725,2004.0,5870.0,工业,湖南,合伙企业,自然人,0.6,1.0
83744,2004.0,3100.0,社区服务,湖北,农民专业合作社,自然人,0.92,1.0
84018,2014.0,8130.0,服务业,广东,合伙企业,自然人,0.9,1.0
84070,2012.0,9670.0,服务业,湖北,股份有限公司,企业法人,0.86,1.0
85181,2014.0,2460.0,商业服务业,湖北,有限责任公司,自然人,0.61,1.0
85201,2005.0,7300.0,社区服务,江西,合伙企业,企业法人,0.87,1.0
85559,2013.0,8500.0,交通运输业,湖南,集体所有制企业,企业法人,0.53,1.0
85727,2006.0,770.0,工业,湖南,集体所有制企业,企业法人,0.66,1.0
86245,2013.0,3970.0,服务业,,股份有限公司,企业法人,0.99,1.0
86397,2002.0,3830.0,服务业,湖北,农民专业合作社,自然人,0.85,1.0
86424,2010.0,8170.0,服务业,江西,股份有限公司,自然人,0.66,1.0
86620,2001.0,4870.0,商业服务业,广西,合伙企业,自然人,0.76,1.0
86798,2003.0,3050.0,服务业,福建,股份有限公司,自然人,0.53,1.0
87041,2004.0,9350.0,服务业,山东,合伙企业,自然人,0.97,1.0
87159,2009.0,9560.0,社区服务,湖南,农民专业合作社,企业法人,0.89,1.0
87602,2002.0,5730.0,社区服务,湖南,农民专业合作社,企业法人,0.95,1.0
87712,2004.0,9880.0,商业服务业,福建,股份有限公司,企业法人,0.89,1.0
87861,2014.0,1320.0,商业服务业,山东,有限责任公司,自然人,,1.0
88816,2008.0,1590.0,服务业,湖南,集体所有制企业,自然人,0.76,1.0
89084,2011.0,2580.0,交通运输业,湖南,集体所有制企业,企业法人,0.56,1.0
89406,2008.0,8820.0,商业服务业,江西,股份有限公司,自然人,0.96,1.0
89911,2012.0,5890.0,服务业,湖南,集体所有制企业,企业法人,0.91,1.0
89965,2004.0,7130.0,零售业,湖北,有限责任公司,企业法人,0.9,1.0
90008,2013.0,9640.0,社区服务,广西,有限责任公司,企业法人,0.82,1.0
90049,2007.0,9070.0,服务业,山东,农民专业合作社,自然人,0.54,1.0
90058,2004.0,9860.0,交通运输业,广东,集体所有制企业,企业法人,0.52,1.0
90872,2001.0,2410.0,服务业,广东,集体所有制企业,企业法人,0.66,1.0
91494,2009.0,2300.0,工业,广东,合伙企业,企业法人,0.88,1.0
91570,2004.0,180.0,社区服务,山东,集体所有制企业,企业法人,0.93,1.0
91676,2001.0,9620.0,零售业,广西,股份有限公司,自然人,0.88,1.0
91830,2000.0,9160.0,商业服务业,湖北,集体所有制企业,自然人,0.93,1.0
91969,2003.0,6770.0,商业服务业,广东,股份有限公司,自然人,0.83,1.0
92055,2002.0,7950.0,零售业,山东,有限责任公司,自然人,0.89,1.0
92056,2009.0,250.0,工业,山东,合伙企业,企业法人,0.75,1.0
92498,2003.0,9750.0,商业服务业,广西,有限责任公司,企业法人,0.69,1.0
92848,2007.0,6770.0,交通运输业,山东,集体所有制企业,企业法人,0.97,1.0
92934,2003.0,9490.0,工业,湖南,合伙企业,自然人,0.75,1.0
93227,2000.0,220.0,商业服务业,山东,集体所有制企业,企业法人,0.86,1.0
93481,2003.0,5720.0,,江西,合伙企业,企业法人,0.73,1.0
93748,2013.0,2660.0,零售业,湖北,合伙企业,企业法人,0.79,1.0
94202,2008.0,2460.0,社区服务,湖北,农民专业合作社,自然人,0.8,1.0
94255,2014.0,7000.0,商业服务业,湖北,合伙企业,企业法人,0.59,1.0
94340,2014.0,300.0,服务业,广东,股份有限公司,企业法人,0.54,1.0
94762,,1310.0,工业,江西,股份有限公司,企业法人,0.92,1.0
94892,2009.0,5310.0,零售业,广东,股份有限公司,企业法人,0.84,1.0
94945,2013.0,4360.0,零售业,湖南,合伙企业,自然人,0.52,1.0
94960,2005.0,8630.0,商业服务业,湖北,合伙企业,自然人,0.8,1.0
95114,2001.0,6020.0,服务业,湖南,有限责任公司,企业法人,0.88,1.0
95212,2006.0,7490.0,零售业,江西,农民专业合作社,自然人,1.0,1.0
95360,2008.0,7870.0,服务业,湖北,有限责任公司,自然人,0.95,1.0
95769,2006.0,3740.0,服务业,湖南,合伙企业,自然人,0.68,1.0
96309,2014.0,2570.0,工业,广西,集体所有制企业,企业法人,0.69,1.0
96474,2011.0,7580.0,工业,广西,合伙企业,企业法人,0.85,1.0
96500,2006.0,3990.0,工业,江西,集体所有制企业,自然人,0.82,1.0
96613,2001.0,260.0,服务业,福建,集体所有制企业,企业法人,0.56,1.0
97468,2001.0,1360.0,工业,山东,股份有限公司,自然人,0.52,1.0
98138,2004.0,2880.0,交通运输业,湖南,股份有限公司,企业法人,0.55,1.0
98221,2011.0,4230.0,社区服务,江西,股份有限公司,企业法人,0.68,1.0
98387,2013.0,890.0,服务业,湖南,有限责任公司,自然人,0.67,1.0
98555,2013.0,1490.0,服务业,广西,合伙企业,自然人,0.77,1.0
98675,2006.0,2820.0,商业服务业,湖北,有限责任公司,自然人,0.69,1.0
98765,2010.0,5040.0,零售业,广东,集体所有制企业,自然人,0.87,1.0
99073,2013.0,6380.0,零售业,湖南,农民专业合作社,企业法人,0.81,1.0
99479,2005.0,9090.0,工业,江西,有限责任公司,自然人,0.91,1.0
99730,,2200.0,服务业,湖南,农民专业合作社,企业法人,0.64,1.0
99886,2012.0,6450.0,交通运输业,福建,农民专业合作社,企业法人,0.81,1.0
100027,2007.0,1070.0,交通运输业,湖北,股份有限公司,企业法人,0.76,1.0
100042,2007.0,1980.0,交通运输业,广西,集体所有制企业,自然人,0.64,1.0
100779,2006.0,200.0,工业,广东,有限责任公司,企业法人,0.73,1.0
101338,2003.0,5250.0,商业服务业,广西,有限责任公司,企业法人,0.93,1.0
101426,2003.0,7460.0,社区服务,广东,股份有限公司,自然人,0.64,1.0
101612,2007.0,5710.0,商业服务业,广西,股份有限公司,自然人,0.83,1.0
101681,2002.0,7800.0,社区服务,江西,股份有限公司,自然人,0.57,1.0
101731,2004.0,5260.0,零售业,湖北,集体所有制企业,自然人,0.62,1.0
101998,2008.0,9460.0,交通运输业,湖北,集体所有制企业,企业法人,0.55,1.0
102180,2005.0,1960.0,商业服务业,湖南,合伙企业,自然人,0.81,1.0
102472,2009.0,9460.0,零售业,湖南,集体所有制企业,自然人,0.87,1.0
102559,2011.0,2800.0,服务业,福建,农民专业合作社,自然人,0.53,1.0
102647,2003.0,760.0,零售业,湖南,农民专业合作社,自然人,0.52,1.0
102930,2010.0,2390.0,工业,湖北,股份有限公司,企业法人,0.63,1.0
103226,2002.0,6150.0,商业服务业,湖北,农民专业合作社,自然人,0.68,1.0
103490,2014.0,1530.0,零售业,湖南,有限责任公司,自然人,1.0,1.0
103775,2009.0,1620.0,交通运输业,江西,农民专业合作社,自然人,0.69,1.0
103854,2002.0,7860.0,零售业,广东,农民专业合作社,自然人,0.63,1.0
103995,2007.0,1840.0,工业,山东,集体所有制企业,自然人,0.76,1.0
104195,2003.0,6210.0,社区服务,湖北,有限责任公司,自然人,0.87,1.0
104231,2012.0,9120.0,社区服务,福建,有限责任公司,自然人,0.93,1.0
104658,2010.0,7600.0,工业,福建,有限责任公司,自然人,0.71,1.0
104733,2007.0,7080.0,社区服务,,有限责任公司,自然人,0.77,1.0
105617,2001.0,1740.0,社区服务,湖南,股份有限公司,企业法人,0.84,1.0
105757,2003.0,650.0,商业服务业,山东,合伙企业,自然人,0.67,1.0
106297,2004.0,8270.0,社区服务,山东,集体所有制企业,自然人,0.68,1.0
106398,2012.0,390.0,商业服务业,湖北,股份有限公司,企业法人,0.93,1.0
106427,2000.0,1280.0,零售业,山东,股份有限公司,企业法人,0.52,1.0
106587,2011.0,2730.0,服务业,江西,集体所有制企业,自然人,0.77,1.0
106777,2013.0,980.0,社区服务,湖北,集体所有制企业,企业法人,0.56,1.0
106806,2011.0,6180.0,零售业,湖北,农民专业合作社,企业法人,0.72,1.0
106825,2000.0,2170.0,零售业,江西,农民专业合作社,自然人,0.76,1.0
107498,2000.0,9020.0,社区服务,江西,有限责任公司,企业法人,0.55,1.0
107742,2005.0,3320.0,服务业,福建,股份有限公司,自然人,0.7,1.0
108004,2001.0,5550.0,工业,江西,合伙企业,企业法人,0.95,1.0
108236,2001.0,8180.0,交通运输业,福建,有限责任公司,企业法人,0.76,1.0
108333,2004.0,9080.0,商业服务业,江西,合伙企业,企业法人,0.98,1.0
108425,2002.0,7180.0,服务业,江西,有限责任公司,企业法人,0.52,1.0
108500,2008.0,6220.0,社区服务,湖南,集体所有制企业,企业法人,0.52,1.0
108554,2005.0,2200.0,社区服务,福建,股份有限公司,企业法人,0.98,1.0
108752,2009.0,7730.0,零售业,山东,合伙企业,自然人,0.66,1.0
108843,2011.0,9990.0,社区服务,广东,农民专业合作社,企业法人,0.52,1.0
108957,2001.0,4280.0,工业,湖南,有限责任公司,自然人,0.55,1.0
109175,2008.0,7830.0,服务业,广东,合伙企业,企业法人,0.54,1.0
109200,2013.0,9770.0,零售业,福建,集体所有制企业,企业法人,0.58,1.0
109269,2001.0,1460.0,社区服务,江西,农民专业合作社,企业法人,0.9,1.0
109859,2006.0,3660.0,交通运输业,山东,有限责任公司,企业法人,0.54,1.0
110098,2007.0,7770.0,商业服务业,山东,农民专业合作社,企业法人,1.0,1.0
110257,2003.0,9220.0,交通运输业,广东,合伙企业,自然人,1.0,1.0
110319,2009.0,5460.0,社区服务,湖北,合伙企业,自然人,0.61,1.0
110485,2012.0,4780.0,交通运输业,湖北,合伙企业,自然人,0.83,1.0
110894,2004.0,7920.0,服务业,广西,股份有限公司,企业法人,0.97,1.0
111315,2001.0,7980.0,零售业,山东,股份有限公司,企业法人,0.56,1.0
111376,2012.0,4790.0,服务业,江西,有限责任公司,企业法人,0.77,1.0
111989,2005.0,8970.0,商业服务业,福建,集体所有制企业,自然人,0.6,1.0
112117,2006.0,580.0,工业,江西,农民专业合作社,,0.98,1.0
112235,2001.0,550.0,商业服务业,湖南,有限责任公司,自然人,1.0,1.0
112355,2012.0,3940.0,商业服务业,湖北,合伙企业,企业法人,0.67,1.0
113401,2006.0,1620.0,交通运输业,广西,有限责任公司,自然人,0.7,1.0
113605,2003.0,5200.0,零售业,广东,合伙企业,自然人,0.78,1.0
113864,2009.0,1690.0,零售业,江西,股份有限公司,企业法人,0.78,1.0
114008,2001.0,,零售业,湖北,集体所有制企业,企业法人,0.59,1.0
114098,2005.0,3020.0,工业,广西,农民专业合作社,自然人,0.54,1.0
114271,2012.0,2420.0,服务业,湖南,合伙企业,自然人,0.58,1.0
114396,2003.0,9420.0,交通运输业,广西,股份有限公司,自然人,0.77,1.0
115186,2001.0,9410.0,服务业,湖北,合伙企业,自然人,0.94,1.0
115347,2001.0,3770.0,工业,福建,集体所有制企业,自然人,0.92,1.0
115400,2004.0,5680.0,零售业,湖南,合伙企业,企业法人,0.63,1.0
115830,2010.0,3670.0,零售业,山东,农民专业合作社,企业法人,0.74,1.0
116537,2010.0,8890.0,,福建,集体所有制企业,自然人,0.85,1.0
116703,2010.0,2200.0,社区服务,湖北,农民专业合作社,自然人,0.77,1.0
116880,2006.0,,社区服务,湖南,合伙企业,企业法人,0.92,1.0
117333,2013.0,9120.0,零售业,湖北,,企业法人,0.64,1.0
117553,2011.0,7310.0,工业,广东,合伙企业,企业法人,0.76,1.0
117663,2013.0,9270.0,零售业,江西,股份有限公司,自然人,0.79,1.0
117696,2001.0,7190.0,社区服务,广东,有限责任公司,企业法人,0.9,1.0
117784,2014.0,390.0,零售业,广西,有限责任公司,自然人,0.63,1.0
117956,2006.0,8660.0,工业,福建,集体所有制企业,企业法人,0.57,1.0
117994,2010.0,2080.0,零售业,江西,集体所有制企业,自然人,0.59,1.0
118267,2014.0,4530.0,交通运输业,山东,有限责任公司,企业法人,0.8,1.0
118329,2007.0,9000.0,社区服务,湖南,股份有限公司,企业法人,0.72,1.0
118379,2005.0,8650.0,零售业,福建,集体所有制企业,自然人,0.92,1.0
119075,2001.0,6600.0,工业,广西,有限责任公司,企业法人,0.7,1.0
119086,2014.0,9370.0,工业,湖南,合伙企业,企业法人,0.99,1.0
119212,2000.0,5600.0,工业,,合伙企业,企业法人,0.69,1.0
119290,2002.0,5980.0,服务业,湖北,农民专业合作社,企业法人,0.58,1.0
119352,2009.0,2880.0,社区服务,湖北,农民专业合作社,企业法人,0.83,1.0
119380,2005.0,6270.0,商业服务业,山东,合伙企业,自然人,0.53,1.0
119549,2008.0,8750.0,社区服务,湖南,集体所有制企业,自然人,0.73,1.0
119643,2005.0,4940.0,商业服务业,福建,合伙企业,自然人,0.99,1.0
119937,2014.0,8990.0,零售业,广西,股份有限公司,自然人,0.86,1.0
120494,2007.0,9290.0,零售业,广东,集体所有制企业,自然人,0.55,1.0
120855,2002.0,780.0,商业服务业,福建,农民专业合作社,自然人,0.65,1.0
121037,2010.0,4750.0,工业,湖北,合伙企业,自然人,0.98,1.0
121486,2002.0,260.0,社区服务,湖南,有限责任公司,企业法人,0.98,1.0
121697,2010.0,5070.0,交通运输业,湖南,股份有限公司,自然人,0.65,1.0
121704,2011.0,4490.0,商业服务业,江西,集体所有制企业,企业法人,0.89,1.0
121730,2007.0,7040.0,商业服务业,福建,股份有限公司,企业法人,0.8,1.0
121874,2009.0,8090.0,商业服务业,湖北,集体所有制企业,自然人,0.86,1.0
121977,2005.0,6650.0,商业服务业,江西,合伙企业,,1.0,1.0
122082,2000.0,3050.0,工业,江西,农民专业合作社,企业法人,0.78,1.0
122428,2011.0,7580.0,交通运输业,山东,合伙企业,企业法人,0.88,1.0
122554,2011.0,8690.0,交通运输业,湖南,有限责任公司,自然人,0.64,1.0
122891,2003.0,7270.0,商业服务业,广东,股份有限公司,企业法人,0.73,1.0
122941,2013.0,880.0,社区服务,广西,合伙企业,自然人,0.79,1.0
123134,2007.0,2050.0,商业服务业,广东,合伙企业,自然人,0.53,1.0
124463,2010.0,2320.0,交通运输业,福建,股份有限公司,企业法人,0.96,1.0
124640,2006.0,7260.0,社区服务,江西,合伙企业,自然人,0.96,1.0
124866,2000.0,2510.0,零售业,广东,集体所有制企业,企业法人,0.88,1.0
124919,2002.0,2150.0,商业服务业,江西,,企业法人,0.54,1.0
125582,2001.0,9510.0,工业,广东,股份有限公司,自然人,0.63,1.0
125653,2005.0,8390.0,服务业,山东,农民专业合作社,自然人,0.76,1.0
125661,2014.0,7240.0,工业,湖南,有限责任公司,自然人,0.74,1.0
126114,2004.0,9230.0,服务业,广西,农民专业合作社,企业法人,0.65,1.0
126134,2003.0,1060.0,零售业,山东,股份有限公司,自然人,0.8,1.0
126152,2011.0,5090.0,商业服务业,广东,合伙企业,企业法人,0.51,1.0
126269,2002.0,3070.0,商业服务业,广西,农民专业合作社,自然人,0.57,1.0
126602,2013.0,6870.0,工业,湖北,有限责任公司,自然人,0.71,1.0
126757,2011.0,6730.0,零售业,湖南,股份有限公司,自然人,0.59,1.0
127496,2001.0,9000.0,商业服务业,湖南,有限责任公司,企业法人,0.58,1.0
127526,2005.0,7770.0,社区服务,湖南,农民专业合作社,企业法人,0.77,1.0
127780,2009.0,7510.0,商业服务业,湖北,集体所有制企业,企业法人,0.77,1.0
